resume_text,category
"Bachelor of Technology in Information Technology. 2 years experience. Skills: MongoDB, NoSQL, database administration, sharding, backup strategies, security. Experience: Implemented backup and disaster recovery strategies",Database Administrator
"Bachelor of Engineering in Software Engineering. 2 years experience. Skills: machine learning algorithms, scikit-learn, Keras, model deployment, feature engineering. Experience: Built computer vision system for object detection in real-time",AI/ML Engineer
"Master of Science in Computer Science. 6 years experience. Skills: React Native, JavaScript, TypeScript, cross-platform development, Redux, native modules. Experience: Published multiple apps to App Store and Google Play Store",Mobile Developer
"Bachelor of Science in Information Systems. 1 years experience. Skills: TensorFlow, Keras, reinforcement learning, MLflow, model serving, AutoML. Experience: Implemented NLP pipeline for sentiment analysis with 92% accuracy",AI/ML Engineer
"Master of Technology in Data Science. 2 years experience. Skills: Angular, Django, PostgreSQL, Docker, TypeScript, API development, testing, deployment. Experience: Designed database schemas and implemented complex queries",FullStack Developer
"Bachelor of Technology in Information Technology. 8 years experience. Skills: Next.js, Node.js, GraphQL, MongoDB, TypeScript, serverless, cloud deployment. Experience: Designed database schemas and implemented complex queries",FullStack Developer
"Bachelor of Science in Computer Science. 5 years experience. Skills: Kotlin, Android development, Jetpack Compose, MVVM, Room database, Material Design, Firebase. Experience: Developed iOS and Android applications with 4.5+ star ratings",Mobile Developer
"Bachelor of Science in Computer Science. 2 years experience. Skills: cross-functional leadership, product vision, KPIs, user experience, competitive analysis. Experience: Launched successful products increasing revenue by 35%",Product Manager
"Bachelor of Science in Computer Science. 1 years experience. Skills: JavaScript, TypeScript, Vue.js, Tailwind CSS, REST APIs, web accessibility, SEO. Experience: Built single-page applications using React and modern JavaScript",Web Developer
"Master of Science in Computer Science. 8 years experience. Skills: Oracle, PL/SQL, database optimization, indexing, stored procedures, data migration. Experience: Monitored database health and resolved performance bottlenecks",Database Administrator
"Master of Technology in Data Science. 5 years experience. Skills: React, Next.js, TypeScript, CSS modules, React hooks, component design, testing. Experience: Implemented UI/UX designs improving user engagement by 30%",Web Developer
"Master of Science in Computer Science. 5 years experience. Skills: Python, transformers, BERT, GPT, fine-tuning, model optimization, A/B testing. Experience: Implemented NLP pipeline for sentiment analysis with 92% accuracy",AI/ML Engineer
"Bachelor of Technology in Information Technology. 2 years experience. Skills: malware analysis, forensics, threat intelligence, security monitoring, vulnerability management. Experience: Responded to security incidents and performed forensic analysis",Cybersecurity Engineer
"Bachelor of Technology in Information Technology. 1 years experience. Skills: Python, pytest, test automation frameworks, CI/CD integration, performance testing. Experience: Automated test cases reducing testing time by 50%",QA Engineer
"Bachelor of Engineering in Software Engineering. 5 years experience. Skills: Python, scikit-learn, data mining, predictive modeling, hypothesis testing, Power BI. Experience: Analyzed large datasets to identify business trends and patterns",Data Scientist
"Bachelor of Technology in Information Technology. 1 years experience. Skills: user experience, user flows, personas, information architecture, accessibility, responsive design. Experience: Created design systems and component libraries",UI/UX Designer
"Bachelor of Engineering in Software Engineering. 2 years experience. Skills: Vue.js, Python Flask, MySQL, Redis, authentication, authorization, microservices. Experience: Participated in code reviews and mentored junior developers",FullStack Developer
"Bachelor of Science in Information Systems. 4 years experience. Skills: Oracle, PL/SQL, database optimization, indexing, stored procedures, data migration. Experience: Optimized query performance improving response times by 60%",Database Administrator
"Master of Technology in Data Science. 7 years experience. Skills: product lifecycle, requirements gathering, prioritization, data-driven decisions, A/B testing. Experience: Launched successful products increasing revenue by 35%",Product Manager
"Master of Science in Computer Science. 7 years experience. Skills: Flutter, Dart, cross-platform apps, state management, Firebase, API integration. Experience: Developed iOS and Android applications with 4.5+ star ratings",Mobile Developer
"Bachelor of Technology in Information Technology. 7 years experience. Skills: Kotlin, Android development, Jetpack Compose, MVVM, Room database, Material Design, Firebase. Experience: Implemented real-time features using WebSockets and Firebase",Mobile Developer
"Master of Science in Computer Science. 3 years experience. Skills: TensorFlow, Keras, reinforcement learning, MLflow, model serving, AutoML. Experience: Built computer vision system for object detection in real-time",AI/ML Engineer
"Master of Science in Computer Science. 8 years experience. Skills: Oracle, PL/SQL, database optimization, indexing, stored procedures, data migration. Experience: Optimized query performance improving response times by 60%",Database Administrator
"Bachelor of Science in Information Systems. 1 years experience. Skills: React, Node.js, Express, MongoDB, REST APIs, Git, JavaScript, HTML, CSS, responsive design. Experience: Deployed applications to cloud platforms using Docker",FullStack Developer
"Bachelor of Engineering in Software Engineering. 5 years experience. Skills: Cypress, JavaScript, end-to-end testing, test planning, defect management, Agile testing. Experience: Performed load testing and performance testing for scalability",QA Engineer
"Master of Science in Computer Science. 2 years experience. Skills: AWS Lambda, ECS, CloudWatch, DevOps practices, scripting, security, cost optimization. Experience: Implemented monitoring and alerting using Prometheus and Grafana",DevOps/Cloud Engineer
"Bachelor of Science in Computer Science. 5 years experience. Skills: visual design, design thinking, user testing, mockups, style guides, collaboration. Experience: Created design systems and component libraries",UI/UX Designer
"Bachelor of Technology in Information Technology. 6 years experience. Skills: React, Node.js, Express, MongoDB, REST APIs, Git, JavaScript, HTML, CSS, responsive design. Experience: Participated in code reviews and mentored junior developers",FullStack Developer
"Master of Technology in Data Science. 3 years experience. Skills: Python, Jupyter, matplotlib, seaborn, exploratory data analysis, feature selection. Experience: Analyzed large datasets to identify business trends and patterns",Data Scientist
